GeneID	Name	Exons	Size	A_0	A_1	B_0	B_1	C_0	C_1	D_0	D_1	E_0	E_1	F_0	F_1	G_0	G_1	H_0	H_1	I_0	I_1	J_0	J_1	K_0	K_1	KR_0	KR_1	L_0	L_1	M_0	M_1	N_0	N_1	O_0	O_1	P_0	P_1	Q_0	Q_1	S_0	S_1	T_0	T_1	U_0	U_1	
PVP01_1204800	conserved Plasmodium protein%2C unknown function	8	805	0	0	24	30	102	67	2	7	0	0	4	3	5	1	0	0	0	0	6	2	0	3	2	1	6	5	0	0	0	0	0	0	0	0	5	4	0	0	0	0	3	4	
PVP01_1204900	conserved Plasmodium protein%2C unknown function	1	548	0	10	43	79	78	101	57	37	0	3	36	15	13	10	0	2	0	0	23	30	4	4	5	6	12	8	0	0	2	2	1	0	5	6	4	6	0	0	2	0	2	4	
PVP01_1205300	conserved Plasmodium protein%2C unknown function	2	8062	14	139	623	254	583	645	502	1044	20	40	600	673	79	74	33	22	6	6	101	419	61	54	53	29	39	61	4	0	7	12	8	0	98	54	22	14	14	0	18	8	43	15	
PVP01_1205600	glutamate--tRNA ligase%2C putative	1	2363	63	357	416	212	523	644	575	526	28	82	203	469	86	142	28	20	4	5	178	421	72	41	20	45	132	157	2	2	6	25	10	6	132	53	16	6	6	0	17	16	41	24	
PVP01_1205700	nucleoside diphosphate hydrolase%2C putative	3	609	0	3	18	9	7	23	39	12	1	3	16	7	8	8	1	2	0	0	12	9	6	0	1	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	2	0	1	0	
PVP01_1205800	conserved Plasmodium protein%2C unknown function	9	1420	0	0	38	59	187	110	2	5	0	0	34	19	6	1	3	2	0	0	7	11	1	0	2	7	6	5	0	0	4	3	3	0	0	0	2	2	2	0	0	0	6	4	
PVP01_1205900	conserved Plasmodium protein%2C unknown function	1	359	2	25	41	19	49	36	101	39	9	6	49	39	13	17	3	0	2	3	66	49	6	5	2	8	8	8	0	0	0	4	4	0	13	4	2	0	6	0	7	0	3	6	
PVP01_1206100	WD repeat-containing protein 16%2C putative	8	2155	16	47	307	390	1303	422	119	85	11	7	103	191	38	27	25	7	4	0	200	105	13	4	199	48	72	43	24	0	68	57	12	4	17	36	53	49	8	2	3	3	198	73	
PVP01_1206400	conserved Plasmodium protein%2C unknown function	3	10350	5	95	1381	1677	3512	4945	209	408	14	18	215	356	60	97	100	110	4	7	125	293	17	12	123	53	182	243	8	2	26	32	45	10	27	18	206	149	37	6	8	0	121	79	
PVP01_1206500	elongation factor Tu%2C putative	3	4185	1	25	80	44	35	51	39	84	3	4	70	50	9	9	0	4	0	0	27	43	3	7	4	2	6	17	0	2	0	2	0	0	15	7	0	4	4	0	4	0	2	4	
PVP01_1206800	conserved Plasmodium protein%2C unknown function	4	3644	4	13	144	296	556	523	4	25	2	4	44	57	17	5	14	9	0	0	25	26	2	0	29	16	49	62	2	0	11	6	6	0	0	3	15	18	2	2	0	4	28	16	
PVP01_1206900	conserved Plasmodium protein%2C unknown function	3	5244	9	85	227	72	199	262	374	146	7	6	245	160	53	46	34	4	0	4	119	237	53	53	13	6	15	18	0	0	1	2	6	2	67	51	3	0	6	0	19	2	13	2	
PVP01_1207300	DNA/RNA-binding protein Alba 4%2C putative	2	1120	163	542	1233	1101	3562	2658	3151	1789	240	156	1777	1573	489	347	94	61	24	23	1594	1292	288	130	379	194	842	594	13	26	136	100	58	6	401	139	95	101	23	2	109	61	358	111	
PVP01_1207500	conserved Plasmodium protein%2C unknown function	6	663	0	0	21	4	7	0	21	64	0	0	16	27	3	1	0	0	0	0	1	3	0	3	1	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	1	0	8	
PVP01_1207600	nucleoside transporter 1	1	1250	81	272	394	204	516	332	830	613	61	54	314	379	79	115	28	25	18	3	171	407	89	37	18	47	126	118	2	4	21	14	11	0	134	53	34	18	6	2	38	4	46	34	
PVP01_1207800	WD repeat-containing protein 92%2C putative	7	1085	0	2	59	104	122	92	40	33	0	0	57	76	7	2	6	2	0	0	11	18	3	1	18	2	14	6	0	0	2	0	3	0	0	0	3	5	1	0	0	0	10	13	
PVP01_1208000	6-cysteine protein	1	1301	40	88	896	1529	3981	2684	190	238	20	14	195	285	122	115	76	85	5	0	324	365	33	35	388	125	533	322	21	2	145	89	53	5	19	30	138	96	22	11	2	4	566	208	
PVP01_1208100	6-cysteine protein	1	1352	3	15	116	186	405	278	0	20	0	0	15	30	13	12	12	9	0	0	29	25	0	0	53	32	34	30	4	0	8	6	6	3	0	0	7	4	2	2	0	0	40	6	
PVP01_1208200	conserved Plasmodium protein%2C unknown function	1	665	0	0	15	23	33	30	50	25	0	3	38	17	2	6	0	1	0	0	15	11	4	6	2	2	4	2	0	0	1	0	0	0	5	0	2	0	0	0	4	0	0	0	
PVP01_1208600	nuclear import protein MOG1%2C putative	1	506	2	5	26	10	53	30	83	17	3	0	35	15	4	7	6	2	0	0	25	21	4	4	4	2	14	7	2	0	0	5	6	0	5	4	3	2	0	0	7	0	3	4	
PVP01_1208800	dynactin subunit 2%2C putative	2	2098	10	10	112	266	702	541	5	32	0	0	74	53	18	16	9	7	0	0	31	20	0	2	27	25	52	25	0	0	4	6	7	0	0	0	9	10	1	2	2	2	41	16	
PVP01_1208900	kinetochore protein SPC25%2C putative	7	644	2	15	185	296	390	310	165	196	9	5	291	142	7	28	5	8	2	0	63	82	6	9	42	13	13	32	2	0	6	1	1	0	10	4	19	19	6	2	1	5	36	37	
PVP01_1209100	isocitrate dehydrogenase [NADP]%2C mitochondrial%2C putative	1	1409	11	14	165	108	414	395	198	155	10	15	253	189	19	45	24	7	2	0	48	108	8	7	34	14	15	27	0	0	0	7	3	2	25	17	8	12	1	0	5	0	43	7	
PVP01_1209400	conserved Plasmodium protein%2C unknown function	4	4748	6	12	251	237	348	262	73	216	5	3	172	147	49	22	8	6	0	0	22	108	4	2	28	4	18	26	0	0	12	10	2	0	3	10	17	19	2	0	2	2	55	16	
PVP01_1209500	conserved Plasmodium protein%2C unknown function	3	258	1	8	59	41	114	74	89	84	1	6	62	75	8	11	1	1	0	0	34	33	7	2	7	2	5	7	2	0	2	0	3	0	8	2	6	1	3	0	2	1	4	1	
PVP01_1209600	rhomboid protease ROM6%2C putative	1	1673	8	45	67	70	168	159	188	58	12	6	172	62	22	19	6	2	2	0	44	87	20	9	3	2	24	31	0	0	2	7	5	3	6	4	3	2	6	0	5	0	4	11	
PVP01_1209700	thioredoxin 2%2C putative	4	470	9	36	53	43	112	104	111	54	4	8	125	64	13	18	2	0	3	0	66	84	5	9	13	6	15	22	2	0	5	11	0	1	7	9	3	3	3	0	6	0	10	2	
PVP01_1210100	conserved Plasmodium protein%2C unknown function	1	3488	31	93	379	95	272	272	461	647	21	25	269	377	56	85	37	16	0	2	97	274	18	21	11	19	52	61	0	0	4	14	6	0	45	54	8	8	6	0	20	6	16	5	
PVP01_1210300	U6 snRNA phosphodiesterase%2C putative	3	834	2	13	133	21	41	46	322	150	10	4	165	54	27	37	6	2	0	0	141	207	19	20	4	0	2	5	0	0	0	0	0	2	34	27	4	0	0	0	12	1	4	7	
PVP01_1210400	conserved Plasmodium protein%2C unknown function	1	1457	12	69	135	127	203	286	207	185	7	8	175	90	18	38	17	0	0	2	86	93	33	28	11	2	20	36	0	0	2	0	2	0	22	27	6	8	4	0	15	12	18	0	
PVP01_1210500	zinc finger protein%2C putative	4	5375	36	169	565	482	797	954	232	882	10	34	778	635	93	87	46	24	7	2	100	294	33	37	67	31	77	61	11	2	6	12	14	5	30	46	37	26	2	0	16	20	30	20	
PVP01_1211000	conserved Plasmodium protein%2C unknown function	1	21725	6	33	253	190	348	332	42	284	6	8	111	206	53	8	19	4	0	0	15	55	3	6	31	4	19	26	0	0	12	8	13	0	2	6	24	16	4	0	4	8	23	13	
PVP01_1211100	kelch protein K13%2C putative	1	2138	6	17	75	77	204	285	34	70	3	11	71	78	21	11	2	13	0	2	33	52	4	11	10	10	11	14	0	0	4	4	8	0	11	2	8	4	4	0	2	9	18	9	
PVP01_1211200	UDP-N-acteylglucosamine pyrophosphorylase 1%2C putative	1	1610	0	10	36	23	17	21	104	53	0	2	58	21	8	8	6	1	0	0	14	29	4	19	1	2	0	0	0	0	2	0	0	0	9	9	0	2	0	0	15	0	4	0	
PVP01_1211500	conserved Plasmodium protein%2C unknown function	1	2681	1	27	328	244	474	469	227	504	6	28	368	313	21	53	40	2	4	0	45	157	14	26	53	18	43	19	4	2	9	11	1	0	11	31	29	12	8	2	2	10	52	17	
PVP01_1211700	conserved Plasmodium protein%2C unknown function	1	971	2	5	48	71	126	65	10	61	0	3	26	43	7	4	13	0	0	0	10	16	2	0	13	2	7	7	0	0	2	0	4	0	2	0	4	4	0	0	0	0	4	2	
PVP01_1211900	AP2 domain transcription factor%2C putative	1	11531	27	167	429	212	338	400	422	486	71	32	230	262	114	129	27	0	8	8	120	425	16	42	37	73	120	52	0	4	18	30	4	2	60	59	11	16	0	2	21	11	41	4	
PVP01_1212100	DNA-directed RNA polymerases I%2C II%2C and III subunit RPABC4%2C putative	3	174	10	6	39	38	101	55	79	70	9	0	62	50	12	10	2	2	1	0	26	47	4	0	8	9	7	7	0	1	2	2	1	0	6	6	4	4	0	0	3	0	14	12	
PVP01_1212300	sporozoite protein essential for cell traversal%2C putative	5	721	0	3	11	19	44	59	0	2	0	0	2	8	0	0	0	3	0	0	2	2	0	0	4	1	0	2	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	4	
PVP01_1212400	casein kinase II beta chain%2C putative	2	1153	22	115	183	65	311	270	396	252	22	38	282	217	44	77	26	14	2	1	144	184	56	21	17	10	24	74	2	0	4	6	10	0	93	21	7	5	4	2	10	3	8	22	
PVP01_1212600	conserved Plasmodium protein%2C unknown function	1	2684	3	49	146	106	167	212	373	164	6	12	169	177	33	24	14	2	0	4	171	203	41	24	37	11	19	28	0	0	2	2	2	0	65	33	11	8	4	0	12	4	12	8	
PVP01_1212800	40S ribosomal protein S6%2C putative	1	1052	120	429	510	197	780	667	1301	925	80	62	675	703	132	150	52	15	25	15	681	640	178	76	43	82	197	163	0	0	18	36	22	5	283	70	10	16	29	1	63	20	51	40	
PVP01_1212900	V-type proton ATPase subunit D%2C putative	4	743	20	41	192	226	408	295	207	255	4	18	192	206	25	49	10	13	1	4	81	100	17	27	25	29	35	42	2	0	8	15	3	0	35	11	13	10	2	2	8	8	40	3	
PVP01_1213000	inner membrane complex protein 1k%2C putative	1	1328	12	51	599	1412	1548	2447	35	62	4	4	85	161	25	30	25	59	0	2	58	84	10	10	28	35	68	135	0	2	10	29	12	5	2	5	114	88	12	5	2	0	46	48	
PVP01_1213600	60S ribosomal protein L18a%2C putative	2	553	169	388	455	310	1085	796	1772	947	97	65	767	761	138	156	48	36	28	21	637	675	210	66	54	108	222	233	1	2	27	52	31	0	197	84	9	42	10	2	83	20	68	56	
PVP01_1213700	U6 spliceosomal RNA	1	107	4	3	10	11	31	22	29	23	0	1	18	32	5	8	2	2	0	0	20	14	3	1	2	0	7	0	2	0	0	6	1	2	0	6	0	0	2	2	0	0	5	6	
PVP01_1214100	ras-related protein Rab-11B%2C putative	5	685	0	3	133	115	308	436	10	76	0	4	89	69	5	3	10	5	0	0	12	32	0	0	22	1	7	12	0	2	4	2	0	5	0	10	10	4	1	0	0	6	12	10	
PVP01_1214200	RNA lariat debranching enzyme%2C putative	1	1700	38	94	294	148	416	371	295	372	16	30	391	274	31	43	23	17	5	10	134	243	39	24	43	31	45	77	1	0	7	14	2	1	61	41	9	8	9	0	10	6	30	24	
PVP01_1214300	conserved Plasmodium protein%2C unknown function	1	3560	24	29	429	869	1599	1420	47	98	7	2	161	225	44	37	34	46	0	0	95	104	8	6	155	30	141	93	6	0	39	17	12	4	0	4	67	47	15	0	0	6	152	38	
PVP01_1214400	conserved Plasmodium protein%2C unknown function	3	1131	43	94	902	1933	2830	3252	60	97	2	8	237	263	39	49	51	88	6	7	131	130	17	32	79	60	172	205	2	2	39	62	36	5	6	3	151	136	25	5	0	3	90	68	
PVP01_1214600	conserved Plasmodium protein%2C unknown function	1	179	1	0	13	10	8	13	12	20	2	3	14	12	1	2	4	0	0	0	3	10	1	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	1	
PVP01_1214700	exosome complex component RRP42%2C putative	1	845	7	17	60	18	82	56	100	132	12	7	81	74	14	17	8	0	0	0	18	48	11	4	9	3	15	14	0	0	0	8	1	0	20	4	2	0	0	0	2	0	8	2	
PVP01_1214800	secreted ookinete protein%2C putative	1	4145	8	4	13	6	11	13	5	16	0	0	149	4	40	2	2	0	0	0	6	14	0	0	0	5	4	4	0	0	0	2	0	0	6	2	2	2	0	0	0	0	0	0	
PVP01_1215000	mitotic-spindle organizing protein 1%2C putative	1	230	4	14	90	82	114	102	87	116	2	4	74	81	10	11	2	5	0	0	38	35	9	6	11	7	13	14	0	0	5	2	1	0	6	13	6	10	2	2	0	2	6	10	
PVP01_1215100	conserved Plasmodium protein%2C unknown function	1	5045	0	2	116	126	262	197	18	116	0	9	131	168	40	0	8	0	0	0	15	36	0	10	21	6	14	4	0	0	4	0	0	1	4	4	6	10	4	0	0	8	17	7	
PVP01_1215300	60S ribosomal protein%2C mitochondrial precursor%2C putative	4	326	3	9	17	13	7	34	160	18	4	2	81	31	10	8	4	0	0	0	45	48	9	1	7	0	0	4	0	1	0	0	3	0	15	3	0	0	2	0	10	1	4	0	
PVP01_1215400	conserved Plasmodium protein%2C unknown function	2	463	6	19	187	214	556	302	214	236	8	3	265	132	23	18	21	11	0	4	60	102	17	11	23	9	39	22	0	0	8	6	4	4	18	10	22	18	4	0	14	4	33	37	
PVP01_1215600	tRNA Proline	1	71	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	
PVP01_1215800	serine/threonine protein kinase%2C putative	1	2675	2	4	116	14	18	29	146	230	2	11	102	174	8	20	22	6	0	1	25	107	6	8	2	4	1	3	2	0	0	0	2	0	4	21	0	0	0	0	3	2	5	0	
PVP01_1215900	CPW-WPC family protein	9	1687	55	181	2030	4217	4995	8286	86	167	5	21	120	568	83	91	141	260	6	8	223	240	30	37	182	125	303	494	3	0	41	55	53	18	12	12	348	262	59	4	2	5	246	184	
PVP01_1216000	conserved Plasmodium protein%2C unknown function	1	1976	36	72	892	1349	2430	3495	150	759	16	38	243	508	45	90	46	83	2	10	126	299	18	26	61	76	256	338	0	0	59	73	11	2	22	39	127	88	49	11	14	27	140	81	
PVP01_1216100	conserved Plasmodium protein%2C unknown function	3	2565	2	17	267	87	114	208	408	310	12	3	339	185	60	39	17	12	0	0	71	146	36	33	8	6	14	6	0	0	5	0	2	0	54	33	2	2	5	0	18	4	16	2	
PVP01_1216300	SprT-like domain-containing protein%2C putative	8	1357	4	18	261	335	346	314	12	19	1	0	42	55	18	10	4	11	0	2	22	16	3	5	34	28	17	12	2	0	16	12	12	0	0	0	42	38	2	0	0	0	31	46	
PVP01_1216500	60S ribosomal protein L6-2%2C putative	1	695	196	413	691	368	919	719	1710	1085	125	89	913	922	174	202	72	42	23	15	705	702	191	99	65	136	246	222	0	6	23	54	21	9	251	116	20	20	25	1	74	24	65	39	
PVP01_1216900	calcium-dependent protein kinase 5%2C putative	1	1691	0	0	0	0	4	0	0	0	0	0	4	2	32	7	0	0	0	0	42	2	0	0	20	0	21	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	
PVP01_1217100	tRNA Serine	1	81	0	1	0	0	1	0	1	2	0	0	1	1	1	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_1217200	conserved Plasmodium protein%2C unknown function	1	6449	8	16	568	605	910	885	92	546	10	14	235	274	40	88	29	14	0	2	64	240	2	23	147	16	105	52	0	4	36	26	10	5	7	17	53	55	6	0	5	8	100	28	
PVP01_1217700	mitochondrial intermediate peptidase%2C putative	2	2965	4	39	106	34	47	127	215	95	14	4	205	68	34	25	12	0	0	0	104	175	49	45	19	1	2	14	0	0	0	0	2	0	63	27	0	0	4	0	14	2	2	0	
PVP01_1217800	tryptophan--tRNA ligase%2C putative	2	1963	1	45	207	114	208	192	293	325	9	7	279	252	49	42	23	13	0	0	86	156	24	12	9	0	8	49	0	0	2	4	3	0	32	19	4	2	0	0	10	10	8	10	
PVP01_1218000	conserved Plasmodium protein%2C unknown function	1	419	21	25	63	93	248	164	120	77	15	5	39	67	66	32	11	16	8	1	354	84	11	7	91	23	35	15	0	2	20	6	0	2	14	11	6	12	0	0	2	4	38	4	
PVP01_1218200	RanBPM and CLTH-like protein%2C putative	9	840	14	76	403	257	552	429	449	648	9	21	437	399	44	48	14	19	0	1	163	267	25	20	72	20	53	56	6	0	17	12	6	12	58	46	22	20	1	0	15	4	115	56	
PVP01_1218700	thrombospondin-related anonymous protein%2C putative	1	1670	0	2	12	0	7	19	2	0	0	0	4	0	3	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	
PVP01_1218900	conserved Plasmodium protein%2C unknown function	3	4389	4	48	123	33	69	94	109	186	2	17	127	76	37	16	7	2	0	0	42	57	6	2	4	2	4	12	0	0	0	0	2	0	10	24	1	0	0	0	2	2	4	2	
PVP01_1219200	hypothetical protein	1	1166	9	27	156	160	261	283	107	133	15	9	100	112	144	19	13	6	8	0	943	84	8	4	132	10	64	28	2	3	36	8	6	2	15	11	14	13	0	0	12	2	67	13	
PVP01_1219300	MSP7-like protein	1	1262	0	0	6	9	16	5	0	6	0	0	5	17	8	0	2	0	0	0	0	2	0	0	0	0	2	2	3	0	0	0	2	0	0	0	2	1	0	0	0	0	2	0	
PVP01_1219400	MSP7-like protein	1	935	4	2	72	43	54	43	2	173	0	5	96	145	45	2	0	3	0	0	19	16	0	0	23	2	7	6	5	0	2	0	1	0	4	9	4	0	0	0	0	5	6	3	
PVP01_1219500	MSP7-like protein	1	284	0	0	1	0	5	3	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_1219600	MSP7-like protein	1	1151	0	3	124	172	146	184	13	94	0	0	58	131	47	13	4	16	0	0	20	24	3	0	18	13	9	15	4	0	3	3	1	0	1	1	16	5	0	1	0	12	8	21	
PVP01_1219700	MSP7-like protein	1	1166	3	4	148	135	175	211	50	414	0	5	125	339	57	14	4	13	0	2	11	16	0	0	21	6	25	17	4	0	2	1	2	0	1	7	9	3	1	2	0	18	9	9	
PVP01_1219800	MSP7-like protein	1	1361	2	4	36	79	86	63	5	34	1	0	14	8	42	5	4	2	0	0	16	4	1	0	21	0	13	2	6	0	1	2	0	0	1	0	3	0	0	0	0	2	20	21	
PVP01_1219900	MSP7-like protein	1	1235	46	162	1759	2974	3184	3633	136	378	7	28	322	493	38	72	38	79	4	10	149	119	23	35	176	90	239	231	8	4	92	108	50	12	8	23	213	226	58	4	2	6	262	158	
PVP01_1220000	MSP7-like protein	1	1115	2	7	80	191	162	120	10	66	0	4	49	24	24	5	2	11	0	0	21	16	2	1	22	15	16	8	8	0	1	3	1	1	3	1	18	13	0	0	2	1	19	14	
PVP01_1220100	hypothetical protein	1	530	2	6	194	97	141	129	183	267	9	10	295	140	17	24	8	4	0	0	24	75	6	11	6	0	15	2	0	0	2	0	0	0	9	21	15	6	0	0	4	3	19	2	
PVP01_1220200	MSP7-like protein	1	1163	0	1	19	44	18	23	3	95	2	3	14	50	12	2	0	3	0	0	9	3	0	0	25	0	2	1	0	0	0	0	0	2	0	1	0	2	0	0	0	13	6	5	
PVP01_1220300	MSP7-like protein	1	1331	3	9	78	93	28	24	10	67	0	4	19	39	11	2	11	11	0	0	18	27	2	4	24	4	11	1	5	0	4	0	3	0	1	1	23	26	6	0	3	9	12	22	
PVP01_1220400	MSP7-like protein	1	1133	159	528	1024	628	1543	1356	1886	1845	150	159	1007	1284	155	258	61	65	30	14	549	956	163	94	125	162	282	273	10	8	39	72	25	14	175	111	54	55	18	0	104	30	156	47	
PVP01_1220600	conserved Plasmodium protein%2C unknown function	1	3029	3	11	204	139	261	198	74	218	5	3	151	101	8	13	6	6	0	1	23	47	4	4	16	5	14	20	4	0	9	4	8	0	8	12	13	6	6	0	0	6	39	14	
PVP01_1220700	RING zinc finger protein%2C putative	1	1370	4	0	44	66	142	121	10	64	1	3	173	182	12	5	2	0	0	0	13	30	2	15	19	5	11	25	0	0	8	11	1	0	0	2	18	12	0	0	0	0	10	0	
PVP01_1221000	histone H3-like centromeric protein CSE4%2C putative	1	494	6	14	109	123	207	258	72	122	2	8	99	74	6	12	5	6	0	0	13	57	1	6	7	6	12	20	2	0	6	14	4	0	2	17	10	9	1	0	0	0	15	12	
PVP01_1221100	U3 small nucleolar RNA-associated protein 4%2C putative	1	3578	91	235	224	93	389	331	618	244	78	60	229	209	96	102	68	19	18	4	195	334	66	36	15	77	134	111	0	3	22	17	17	0	111	33	6	8	4	0	42	14	39	19	
PVP01_1221400	transmembrane protein Tmp21 homologue%2C putative	1	644	4	18	164	97	110	132	204	330	8	9	241	196	27	15	12	0	0	0	59	98	17	0	4	6	15	12	0	0	2	2	2	1	21	13	9	2	0	0	4	9	13	0	
PVP01_1221600	conserved Plasmodium protein%2C unknown function	1	2135	0	6	13	2	5	5	7	14	0	0	44	59	3	2	0	3	0	0	8	8	0	0	1	0	0	2	0	0	2	0	0	0	0	4	1	0	0	2	0	0	2	0	
PVP01_1221800	isoleucine--tRNA ligase%2C putative	1	3620	116	454	718	434	767	767	966	1333	42	97	763	899	125	169	63	18	6	16	371	668	101	110	42	25	91	155	2	0	10	25	12	4	260	111	26	23	12	2	74	41	30	26	
PVP01_1222000	ATP-dependent RNA helicase DBP8%2C putative	1	1469	26	53	84	50	113	75	257	144	20	17	132	58	45	18	8	3	4	5	65	135	24	10	18	21	47	19	0	2	12	0	4	2	14	15	8	4	2	0	12	2	17	4	
PVP01_1222100	apurinic/apyrimidinic endonuclease Apn1%2C putative	1	1478	11	22	151	47	87	133	275	294	8	12	269	128	23	25	8	11	2	0	62	118	31	22	7	6	5	14	3	0	2	0	2	0	35	31	6	2	2	0	6	8	6	0	
PVP01_1222300	nucleotidyltransferase%2C putative	1	2426	20	67	141	84	257	103	220	272	21	12	242	198	14	26	17	10	5	6	26	102	17	15	11	15	41	26	0	4	6	6	2	0	15	19	4	0	0	0	8	16	11	2	
PVP01_1222700	syntaxin%2C Qa-SNARE family%2C putative	5	841	9	43	133	83	315	296	187	240	6	9	100	151	13	39	7	15	0	0	33	87	11	5	12	9	9	26	2	0	0	4	5	0	16	21	1	1	0	0	1	2	8	6	
PVP01_1222900	glutamine--tRNA ligase%2C putative	1	2600	134	663	1117	369	981	1200	2453	1799	84	127	941	1041	199	272	63	41	8	27	592	813	256	138	60	84	99	245	2	1	24	33	30	4	381	144	32	32	11	0	72	29	26	52	
PVP01_1223000	protein tyrosine phosphatase-like protein%2C putative	4	683	2	9	77	46	54	85	81	85	6	4	55	33	2	3	0	6	0	0	10	34	9	7	8	4	2	12	0	0	0	1	0	0	2	13	4	5	1	0	2	0	7	8	
PVP01_1223500	DNA polymerase theta%2C putative	9	3587	14	31	119	117	260	212	40	155	2	4	166	101	22	16	5	2	0	0	27	78	5	4	14	14	17	10	0	0	1	0	4	0	14	10	5	4	5	0	0	8	20	4	
PVP01_1223600	protein kinase%2C putative	1	1568	0	2	21	18	54	42	5	21	0	8	51	4	12	4	0	0	2	0	6	5	0	0	9	0	0	2	4	0	0	0	0	0	4	0	0	0	0	0	2	0	4	2	
PVP01_1223900	elongation factor Tu%2C mitochondrial precursor%2C putative	1	1370	14	53	386	442	960	979	709	297	29	14	239	213	43	69	33	39	2	0	185	243	48	44	45	17	61	78	4	0	24	14	9	4	116	45	28	12	9	2	35	2	46	9	
PVP01_1224100	ER lumen protein retaining receptor 1%2C putative	5	850	6	56	176	123	297	209	184	340	16	17	270	199	18	36	11	7	1	2	37	97	16	5	14	19	36	24	0	0	6	7	4	2	22	5	4	14	1	0	10	7	7	2	
PVP01_1224200	DnaJ protein%2C putative	6	999	4	26	94	106	126	136	158	159	2	10	154	92	18	10	13	8	0	2	54	78	9	10	11	3	4	12	2	0	11	4	0	0	22	9	4	2	2	0	1	5	14	4	
PVP01_1224800	apicoplast calcium binding protein 1%2C putative	1	1403	1	11	70	118	250	216	5	25	4	0	22	43	19	2	6	4	0	0	17	16	0	0	16	8	17	8	0	0	10	12	6	0	0	0	12	2	2	0	2	0	27	2	
PVP01_1224900	conserved Plasmodium protein%2C unknown function	1	1364	57	140	386	290	526	470	467	690	41	37	370	414	58	108	29	11	4	5	135	343	16	34	22	61	85	150	0	4	18	27	12	0	37	86	18	14	1	0	27	18	32	10	
PVP01_1225200	chromatin assembly factor 1 P55 subunit%2C putative	1	1601	19	41	465	474	1280	728	251	697	19	36	320	440	21	42	34	16	0	0	54	126	5	19	146	69	79	77	11	1	37	26	20	2	2	30	43	44	4	0	3	16	167	70	
PVP01_1225300	conserved Plasmodium protein%2C unknown function	1	953	1	0	33	18	153	69	3	5	2	0	7	0	18	0	2	0	0	3	4	6	0	0	6	4	5	2	0	1	3	4	1	2	0	0	2	2	2	0	0	0	20	9	
PVP01_1225400	myosin C%2C putative	4	5975	7	34	533	542	776	904	130	375	5	18	231	280	25	46	46	27	0	0	35	165	6	10	35	16	35	65	2	3	10	2	11	2	4	19	46	40	8	2	2	6	40	17	
PVP01_1225500	DNA-directed RNA polymerase III subunit RPC1%2C putative	4	5816	74	193	427	170	419	376	515	729	27	72	462	383	65	91	26	11	6	10	141	429	45	65	22	44	68	91	0	2	6	22	14	0	79	54	11	4	4	0	19	12	15	8	
PVP01_1225600	PUB domain-containing protein%2C putative	1	1181	0	23	9	11	15	11	47	22	2	3	19	18	8	6	2	0	0	0	36	19	3	4	2	0	0	0	0	0	0	0	2	0	17	0	0	2	0	0	8	0	2	0	
PVP01_1225800	conserved Plasmodium protein%2C unknown function	9	1155	1	37	304	568	1235	1105	23	40	2	0	41	46	9	23	25	37	0	0	27	54	1	4	16	11	63	67	0	1	20	23	17	5	0	1	21	39	3	2	2	0	52	79	
PVP01_1225900	alpha/beta-hydrolase%2C putative	1	2921	42	130	456	242	977	1210	417	623	26	12	364	307	76	99	29	6	4	4	139	327	45	36	18	27	54	57	0	0	6	12	16	0	60	49	16	6	4	0	21	20	26	18	
PVP01_1226000	conserved protein%2C unknown function	1	1280	15	78	123	144	228	289	326	77	20	14	169	98	48	26	13	2	0	4	109	94	28	24	16	4	12	26	0	0	0	9	3	0	30	24	8	18	9	0	5	2	1	10	
PVP01_1226100	conserved Plasmodium protein%2C unknown function	3	1119	0	16	160	279	348	509	40	170	0	7	104	131	18	12	6	11	0	2	38	39	5	14	12	12	25	37	0	0	1	7	6	2	4	3	14	9	2	5	2	9	11	19	
PVP01_1226400	conserved Plasmodium protein%2C unknown function	1	6803	0	18	315	401	492	418	53	269	8	8	182	218	53	32	12	26	0	2	38	55	7	15	57	24	26	14	1	0	19	13	2	0	4	0	47	36	5	0	0	6	69	29	
PVP01_1226700	regulator of nonsense transcripts 3B%2C putative	1	908	0	12	71	23	53	69	164	70	2	0	97	52	16	14	8	4	0	0	52	69	7	4	3	0	9	5	0	0	0	0	2	0	17	16	2	6	2	0	5	2	7	0	
PVP01_1227000	conserved Plasmodium protein%2C unknown function	1	881	4	65	228	105	206	256	467	529	8	11	361	297	44	36	16	9	0	0	165	175	32	24	13	6	11	8	0	0	3	1	2	2	54	40	8	4	4	0	18	7	12	6	
